seqnames	start	end	width	strand	score	group_name	feature	gene_name	motif_nm	tf_symbol	description	species
chr22	50689447	50689459	13	+	10.1954001954159	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50689604	50689616	13	+	8.90513737020415	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50689633	50689645	13	+	9.76639440437821	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50690023	50690035	13	+	14.4491669416661	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50690668	50690680	13	+	8.48553695162836	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50691279	50691291	13	+	16.8598019944561	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50727209	50727221	13	+	12.3359381952429	MA0507.1	intron	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50731716	50731728	13	+	14.4046738744309	MA0507.1	exon	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50731716	50731728	13	+	14.4046738744309	MA0507.1	exon	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50731716	50731728	13	+	14.4046738744309	MA0507.1	UTR	SHANK3	POU2F2	POU2F2	POU class 2 homeobox 2	Homo sapiens
chr22	50687861	50687873	13	+	12.4763276516927	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50689133	50689145	13	+	14.3232333100564	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50695148	50695160	13	+	12.388249254745	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50695620	50695632	13	+	12.8469207409018	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50715284	50715296	13	+	13.3052597375593	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50716317	50716329	13	+	13.0588109442307	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50730194	50730206	13	+	16.3418366295455	MA0513.1	intron	SHANK3	SMAD2::SMAD3::SMAD4	-	-	Homo sapiens
chr22	50673550	50673564	15	+	16.0072613268291	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674202	50674216	15	+	15.852462984545	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674221	50674235	15	+	15.1467724089282	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674241	50674255	15	+	17.7425513068678	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674302	50674316	15	+	17.414360436547	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674355	50674369	15	+	17.0628091262969	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674371	50674385	15	+	17.7173165800652	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674759	50674773	15	+	15.6526449628017	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674759	50674773	15	+	15.6526449628017	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674814	50674828	15	+	15.2209205839578	MA0516.1	promoter	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50674814	50674828	15	+	15.2209205839578	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50687601	50687615	15	+	16.6866985122214	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50697279	50697293	15	+	15.418909121286	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50697329	50697343	15	+	16.8810727430038	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50704603	50704617	15	+	15.5694889231632	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50705858	50705872	15	+	19.0312298990612	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50705858	50705872	15	+	19.0312298990612	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50715384	50715398	15	+	15.1140603824149	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50718339	50718353	15	+	17.8221771457071	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50720270	50720284	15	+	17.3365139641303	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50720270	50720284	15	+	17.3365139641303	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50723157	50723171	15	+	14.8322047250631	MA0516.1	intron	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731314	50731328	15	+	15.1711156819931	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731314	50731328	15	+	15.1711156819931	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731314	50731328	15	+	15.1711156819931	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731314	50731328	15	+	15.1711156819931	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731314	50731328	15	+	15.1711156819931	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731326	50731340	15	+	15.4136396312408	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731326	50731340	15	+	15.4136396312408	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731326	50731340	15	+	15.4136396312408	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731326	50731340	15	+	15.4136396312408	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731326	50731340	15	+	15.4136396312408	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731358	50731372	15	+	14.8288603362524	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731358	50731372	15	+	14.8288603362524	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731358	50731372	15	+	14.8288603362524	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731358	50731372	15	+	14.8288603362524	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50731358	50731372	15	+	14.8288603362524	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50732851	50732865	15	+	16.6676282210528	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50732851	50732865	15	+	16.6676282210528	MA0516.1	exon	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50732851	50732865	15	+	16.6676282210528	MA0516.1	UTR	SHANK3	SP2	SP2	Sp2 transcription factor	Homo sapiens
chr22	50692734	50692748	15	+	13.4260365039129	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50693217	50693231	15	+	11.6308815836462	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50693523	50693537	15	+	11.3896509257629	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50693597	50693611	15	+	11.6075201898176	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50698853	50698867	15	+	10.6492614038794	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50707013	50707027	15	+	11.6308815836462	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50724357	50724371	15	+	10.7949182093792	MA0517.1	intron	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50731782	50731796	15	+	10.614428509904	MA0517.1	exon	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50731782	50731796	15	+	10.614428509904	MA0517.1	exon	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50731782	50731796	15	+	10.614428509904	MA0517.1	UTR	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50732747	50732761	15	+	10.3681444605363	MA0517.1	exon	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50732747	50732761	15	+	10.3681444605363	MA0517.1	exon	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50732747	50732761	15	+	10.3681444605363	MA0517.1	UTR	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50732987	50733001	15	+	11.4616408036979	MA0517.1	exon	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50732987	50733001	15	+	11.4616408036979	MA0517.1	exon	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50732987	50733001	15	+	11.4616408036979	MA0517.1	UTR	SHANK3	STAT1::STAT2	-	-	Homo sapiens
chr22	50678035	50678048	14	+	9.15199685988274	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50700737	50700750	14	+	11.7218720864796	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50702890	50702903	14	+	11.1336028012475	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50708538	50708551	14	+	9.95625433106412	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50709256	50709269	14	+	10.1362949788886	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50719244	50719257	14	+	9.83860528111885	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50723938	50723951	14	+	9.63959954546821	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50724020	50724033	14	+	9.10811610653719	MA0523.1	intron	SHANK3	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific,HMG-box)	Homo sapiens
chr22	50724851	50724865	15	+	13.581580092573	MA0527.1	intron	SHANK3	ZBTB33	ZBTB33	zinc finger and BTB domain containing 33	Homo sapiens
chr22	50672457	50672477	21	+	19.0788578428157	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50672511	50672531	21	+	12.3544643329219	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50672867	50672887	21	+	16.1465471139001	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50673346	50673366	21	+	20.6470110467714	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50673352	50673372	21	+	21.9845622657491	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50673965	50673985	21	+	15.2739102483665	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50673972	50673992	21	+	17.1048987988614	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50674552	50674572	21	+	15.835937278875	MA0528.1	promoter	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50674552	50674572	21	+	15.835937278875	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50675353	50675373	21	+	12.5996987184181	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50676696	50676716	21	+	14.0758631908992	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50676965	50676985	21	+	12.9562180736233	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50678695	50678715	21	+	13.9450330296049	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683649	50683669	21	+	15.7082912842938	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683750	50683770	21	+	17.0664099009928	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683753	50683773	21	+	19.0707394367756	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683755	50683775	21	+	13.3357021142114	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683756	50683776	21	+	13.8093352961403	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683758	50683778	21	+	12.5902407508649	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683759	50683779	21	+	13.6864687636024	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683762	50683782	21	+	17.5729386287223	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683765	50683785	21	+	17.3843216829831	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683768	50683788	21	+	20.3035115117899	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683771	50683791	21	+	15.3125288242069	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683774	50683794	21	+	14.207233656218	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683775	50683795	21	+	16.3553089481458	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683778	50683798	21	+	15.6505276131563	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683781	50683801	21	+	19.0707394367756	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683783	50683803	21	+	13.3357021142114	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683784	50683804	21	+	13.8093352961403	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683786	50683806	21	+	12.5902407508649	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683787	50683807	21	+	13.2206732935157	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683790	50683810	21	+	17.3600683324774	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683793	50683813	21	+	17.4088922253116	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683796	50683816	21	+	20.0326513066894	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683799	50683819	21	+	15.3747014290661	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683802	50683822	21	+	16.7683551937306	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683809	50683829	21	+	15.0795786654016	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683816	50683836	21	+	17.6699806130787	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683817	50683837	21	+	13.2435266097059	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683820	50683840	21	+	15.4653666857676	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683823	50683843	21	+	20.3035115117899	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683826	50683846	21	+	15.3125288242069	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683830	50683850	21	+	15.2772860084017	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683833	50683853	21	+	12.9594701184984	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683836	50683856	21	+	13.2889448980802	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683838	50683858	21	+	13.6531496620441	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683844	50683864	21	+	16.3553089481458	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683847	50683867	21	+	15.6505276131563	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683850	50683870	21	+	19.0707394367756	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683852	50683872	21	+	12.8699066441247	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683855	50683875	21	+	12.37737045462	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50683859	50683879	21	+	12.6675798700756	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50697403	50697423	21	+	13.2848153086261	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50697417	50697437	21	+	21.9872927285472	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50697714	50697734	21	+	14.9781895737126	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50698569	50698589	21	+	13.9427448824856	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50698577	50698597	21	+	12.7655934180633	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50698596	50698616	21	+	13.4111794926467	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50699370	50699390	21	+	13.3129193414204	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50699977	50699997	21	+	14.7491453957045	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50699978	50699998	21	+	13.5072494683943	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50699982	50700002	21	+	16.1629848937938	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50699987	50700007	21	+	16.9412067381019	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50699988	50700008	21	+	17.4755658977241	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50700112	50700132	21	+	13.5095782756691	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50701275	50701295	21	+	13.5889999311423	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50701286	50701306	21	+	14.4075848182265	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50701610	50701630	21	+	16.5820726439066	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50705489	50705509	21	+	13.1216841675929	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50705489	50705509	21	+	13.1216841675929	MA0528.1	UTR	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50706156	50706176	21	+	12.4287233050302	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50706162	50706182	21	+	16.8294674967281	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50706726	50706746	21	+	13.9288064251142	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50710257	50710277	21	+	21.6817545196628	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50710258	50710278	21	+	15.662495673359	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50710347	50710367	21	+	13.1548824262998	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50710348	50710368	21	+	13.8460729744996	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50711508	50711528	21	+	17.2091824743369	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50711525	50711545	21	+	13.141877339507	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50714793	50714813	21	+	12.8630361066433	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50715769	50715789	21	+	12.6978931734761	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50720698	50720718	21	+	12.4831803665772	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50720698	50720718	21	+	12.4831803665772	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50720710	50720730	21	+	14.9011026359492	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50720710	50720730	21	+	14.9011026359492	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50722439	50722459	21	+	14.7652892558587	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50726878	50726898	21	+	15.6323860242881	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50727719	50727739	21	+	14.6735483304219	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50727725	50727745	21	+	14.0800045877011	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50729339	50729359	21	+	16.8411344816286	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50729345	50729365	21	+	21.6020539304917	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50729349	50729369	21	+	13.616656708762	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50730318	50730338	21	+	13.6157269311064	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50730398	50730418	21	+	14.1813631882697	MA0528.1	intron	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731532	50731552	21	+	12.8779741600577	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731532	50731552	21	+	12.8779741600577	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731532	50731552	21	+	12.8779741600577	MA0528.1	UTR	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731548	50731568	21	+	14.8405823215918	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731548	50731568	21	+	14.8405823215918	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731548	50731568	21	+	14.8405823215918	MA0528.1	UTR	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731658	50731678	21	+	13.1926788394597	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731658	50731678	21	+	13.1926788394597	MA0528.1	exon	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50731658	50731678	21	+	13.1926788394597	MA0528.1	UTR	SHANK3	ZNF263	ZNF263	zinc finger protein 263	Homo sapiens
chr22	50694294	50694304	11	+	11.3307050293901	MA0102.3	intron	SHANK3	CEBPA	CEBPA	CCAAT/enhancer binding protein (C/EBP),alpha	Homo sapiens
chr22	50701098	50701108	11	+	14.7803225789777	MA0076.2	intron	SHANK3	ELK4	ELK4	ELK4,ETS-domain protein (SRF accessory protein 1)	Homo sapiens
chr22	50712397	50712407	11	+	15.7650048899785	MA0076.2	intron	SHANK3	ELK4	ELK4	ELK4,ETS-domain protein (SRF accessory protein 1)	Homo sapiens
chr22	50677941	50677955	15	+	15.0071758201246	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50678974	50678988	15	+	13.172068866411	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50683633	50683647	15	+	12.5472658936258	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50700542	50700556	15	+	15.3833061303995	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50703405	50703419	15	+	14.0628464514406	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50711725	50711739	15	+	14.054652586448	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50714667	50714681	15	+	13.853087750521	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50715093	50715107	15	+	17.9275705627668	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
chr22	50719274	50719288	15	+	14.0306987147841	MA0258.2	intron	SHANK3	ESR2	ESR2	estrogen receptor 2 (ER beta)	Homo sapiens
